Country_Region,Population,Weight,Date,TargetValue,Med. Age,Density (P/Km²),Urban Pop %,Week,Day,Weekday,first_infection,days_since_1st_infect
Botswana,2141206,0.06860178468071126,2020-03-28,0.0,24.0,4,73.0,13,28,5,2020-03-30,-2
Botswana,2141206,0.06860178468071126,2020-03-29,0.0,24.0,4,73.0,13,29,6,2020-03-30,-1
Botswana,2141206,0.06860178468071126,2020-03-30,3.0,24.0,4,73.0,14,30,0,2020-03-30,0
Botswana,2141206,0.06860178468071126,2020-03-31,1.0,24.0,4,73.0,14,31,1,2020-03-30,1
Botswana,2141206,0.06860178468071126,2020-04-01,0.0,24.0,4,73.0,14,1,2,2020-03-30,2
Botswana,2141206,0.06860178468071126,2020-04-02,0.0,24.0,4,73.0,14,2,3,2020-03-30,3
Botswana,2141206,0.06860178468071126,2020-04-03,0.0,24.0,4,73.0,14,3,4,2020-03-30,4
Botswana,2141206,0.06860178468071126,2020-04-04,0.0,24.0,4,73.0,14,4,5,2020-03-30,5
Botswana,2141206,0.06860178468071126,2020-04-05,2.0,24.0,4,73.0,14,5,6,2020-03-30,6
Botswana,2141206,0.06860178468071126,2020-04-06,0.0,24.0,4,73.0,15,6,0,2020-03-30,7
Botswana,2141206,0.06860178468071126,2020-04-07,0.0,24.0,4,73.0,15,7,1,2020-03-30,8
Botswana,2141206,0.06860178468071126,2020-04-08,0.0,24.0,4,73.0,15,8,2,2020-03-30,9
Botswana,2141206,0.06860178468071126,2020-04-09,7.0,24.0,4,73.0,15,9,3,2020-03-30,10
Botswana,2141206,0.06860178468071126,2020-04-10,0.0,24.0,4,73.0,15,10,4,2020-03-30,11
Botswana,2141206,0.06860178468071126,2020-04-11,0.0,24.0,4,73.0,15,11,5,2020-03-30,12
Botswana,2141206,0.06860178468071126,2020-04-12,0.0,24.0,4,73.0,15,12,6,2020-03-30,13
Botswana,2141206,0.06860178468071126,2020-04-13,0.0,24.0,4,73.0,16,13,0,2020-03-30,14
Botswana,2141206,0.06860178468071126,2020-04-14,0.0,24.0,4,73.0,16,14,1,2020-03-30,15
Botswana,2141206,0.06860178468071126,2020-04-15,0.0,24.0,4,73.0,16,15,2,2020-03-30,16
Botswana,2141206,0.06860178468071126,2020-04-16,2.0,24.0,4,73.0,16,16,3,2020-03-30,17
Botswana,2141206,0.06860178468071126,2020-04-17,0.0,24.0,4,73.0,16,17,4,2020-03-30,18
Botswana,2141206,0.06860178468071126,2020-04-18,0.0,24.0,4,73.0,16,18,5,2020-03-30,19
Botswana,2141206,0.06860178468071126,2020-04-19,5.0,24.0,4,73.0,16,19,6,2020-03-30,20
Botswana,2141206,0.06860178468071126,2020-04-20,0.0,24.0,4,73.0,17,20,0,2020-03-30,21
Botswana,2141206,0.06860178468071126,2020-04-21,0.0,24.0,4,73.0,17,21,1,2020-03-30,22
Botswana,2141206,0.06860178468071126,2020-04-22,2.0,24.0,4,73.0,17,22,2,2020-03-30,23
Botswana,2141206,0.06860178468071126,2020-04-23,0.0,24.0,4,73.0,17,23,3,2020-03-30,24
Botswana,2141206,0.06860178468071126,2020-04-24,0.0,24.0,4,73.0,17,24,4,2020-03-30,25
Botswana,2141206,0.06860178468071126,2020-04-25,0.0,24.0,4,73.0,17,25,5,2020-03-30,26
Botswana,2141206,0.06860178468071126,2020-04-26,0.0,24.0,4,73.0,17,26,6,2020-03-30,27
Botswana,2141206,0.06860178468071126,2020-04-27,0.0,24.0,4,73.0,18,27,0,2020-03-30,28
Botswana,2141206,0.06860178468071126,2020-04-28,1.0,24.0,4,73.0,18,28,1,2020-03-30,29
Botswana,2141206,0.06860178468071126,2020-04-29,0.0,24.0,4,73.0,18,29,2,2020-03-30,30
Botswana,2141206,0.06860178468071126,2020-04-30,0.0,24.0,4,73.0,18,30,3,2020-03-30,31
Botswana,2141206,0.06860178468071126,2020-05-01,0.0,24.0,4,73.0,18,1,4,2020-03-30,32
Botswana,2141206,0.06860178468071126,2020-05-02,0.0,24.0,4,73.0,18,2,5,2020-03-30,33
Botswana,2141206,0.06860178468071126,2020-05-03,0.0,24.0,4,73.0,18,3,6,2020-03-30,34
Botswana,2141206,0.06860178468071126,2020-05-04,0.0,24.0,4,73.0,19,4,0,2020-03-30,35
Botswana,2141206,0.06860178468071126,2020-05-05,0.0,24.0,4,73.0,19,5,1,2020-03-30,36
Botswana,2141206,0.06860178468071126,2020-05-06,0.0,24.0,4,73.0,19,6,2,2020-03-30,37
Botswana,2141206,0.06860178468071126,2020-05-07,0.0,24.0,4,73.0,19,7,3,2020-03-30,38
Botswana,2141206,0.06860178468071126,2020-05-08,0.0,24.0,4,73.0,19,8,4,2020-03-30,39
Botswana,2141206,0.06860178468071126,2020-05-09,0.0,24.0,4,73.0,19,9,5,2020-03-30,40
Botswana,2141206,0.06860178468071126,2020-05-10,0.0,24.0,4,73.0,19,10,6,2020-03-30,41
Botswana,2141206,0.06860178468071126,2020-05-11,1.0,24.0,4,73.0,20,11,0,2020-03-30,42
Botswana,2141206,0.06860178468071126,2020-05-12,0.0,24.0,4,73.0,20,12,1,2020-03-30,43
Botswana,2141206,0.06860178468071126,2020-05-13,0.0,24.0,4,73.0,20,13,2,2020-03-30,44
Botswana,2141206,0.06860178468071126,2020-05-14,0.0,24.0,4,73.0,20,14,3,2020-03-30,45
Botswana,2141206,0.06860178468071126,2020-05-15,0.0,24.0,4,73.0,20,15,4,2020-03-30,46
Botswana,2141206,0.06860178468071126,2020-05-16,0.0,24.0,4,73.0,20,16,5,2020-03-30,47
Botswana,2141206,0.06860178468071126,2020-05-17,1.0,24.0,4,73.0,20,17,6,2020-03-30,48
Botswana,2141206,0.06860178468071126,2020-05-18,0.0,24.0,4,73.0,21,18,0,2020-03-30,49
Botswana,2141206,0.06860178468071126,2020-05-19,0.0,24.0,4,73.0,21,19,1,2020-03-30,50
Botswana,2141206,0.06860178468071126,2020-05-20,0.0,24.0,4,73.0,21,20,2,2020-03-30,51
Botswana,2141206,0.06860178468071126,2020-05-21,4.0,24.0,4,73.0,21,21,3,2020-03-30,52
Botswana,2141206,0.06860178468071126,2020-05-22,1.0,24.0,4,73.0,21,22,4,2020-03-30,53
Botswana,2141206,0.06860178468071126,2020-05-23,0.0,24.0,4,73.0,21,23,5,2020-03-30,54
Botswana,2141206,0.06860178468071126,2020-05-24,5.0,24.0,4,73.0,21,24,6,2020-03-30,55
Botswana,2141206,0.06860178468071126,2020-05-25,0.0,24.0,4,73.0,22,25,0,2020-03-30,56
Botswana,2141206,0.06860178468071126,2020-05-26,0.0,24.0,4,73.0,22,26,1,2020-03-30,57
Botswana,2141206,0.06860178468071126,2020-05-27,0.0,24.0,4,73.0,22,27,2,2020-03-30,58
Botswana,2141206,0.06860178468071126,2020-05-28,0.0,24.0,4,73.0,22,28,3,2020-03-30,59
Botswana,2141206,0.06860178468071126,2020-05-29,0.0,24.0,4,73.0,22,29,4,2020-03-30,60
Botswana,2141206,0.06860178468071126,2020-05-30,0.0,24.0,4,73.0,22,30,5,2020-03-30,61
Botswana,2141206,0.06860178468071126,2020-05-31,0.0,24.0,4,73.0,22,31,6,2020-03-30,62
Botswana,2141206,0.06860178468071126,2020-06-01,3.0,24.0,4,73.0,23,1,0,2020-03-30,63
Botswana,2141206,0.06860178468071126,2020-06-02,2.0,24.0,4,73.0,23,2,1,2020-03-30,64
Brazil,206135893,0.052235561392515256,2020-01-23,0.0,33.0,25,88.0,4,23,3,2020-02-26,-34
Brazil,206135893,0.052235561392515256,2020-01-24,0.0,33.0,25,88.0,4,24,4,2020-02-26,-33
Brazil,206135893,0.052235561392515256,2020-01-25,0.0,33.0,25,88.0,4,25,5,2020-02-26,-32
Brazil,206135893,0.052235561392515256,2020-01-26,0.0,33.0,25,88.0,4,26,6,2020-02-26,-31
Brazil,206135893,0.052235561392515256,2020-01-27,0.0,33.0,25,88.0,5,27,0,2020-02-26,-30
Brazil,206135893,0.052235561392515256,2020-01-28,0.0,33.0,25,88.0,5,28,1,2020-02-26,-29
Brazil,206135893,0.052235561392515256,2020-01-29,0.0,33.0,25,88.0,5,29,2,2020-02-26,-28
Brazil,206135893,0.052235561392515256,2020-01-30,0.0,33.0,25,88.0,5,30,3,2020-02-26,-27
Brazil,206135893,0.052235561392515256,2020-01-31,0.0,33.0,25,88.0,5,31,4,2020-02-26,-26
Brazil,206135893,0.052235561392515256,2020-02-01,0.0,33.0,25,88.0,5,1,5,2020-02-26,-25
Brazil,206135893,0.052235561392515256,2020-02-02,0.0,33.0,25,88.0,5,2,6,2020-02-26,-24
Brazil,206135893,0.052235561392515256,2020-02-03,0.0,33.0,25,88.0,6,3,0,2020-02-26,-23
Brazil,206135893,0.052235561392515256,2020-02-04,0.0,33.0,25,88.0,6,4,1,2020-02-26,-22
Brazil,206135893,0.052235561392515256,2020-02-05,0.0,33.0,25,88.0,6,5,2,2020-02-26,-21
Brazil,206135893,0.052235561392515256,2020-02-06,0.0,33.0,25,88.0,6,6,3,2020-02-26,-20
Brazil,206135893,0.052235561392515256,2020-02-07,0.0,33.0,25,88.0,6,7,4,2020-02-26,-19
Brazil,206135893,0.052235561392515256,2020-02-08,0.0,33.0,25,88.0,6,8,5,2020-02-26,-18
Brazil,206135893,0.052235561392515256,2020-02-09,0.0,33.0,25,88.0,6,9,6,2020-02-26,-17
Brazil,206135893,0.052235561392515256,2020-02-10,0.0,33.0,25,88.0,7,10,0,2020-02-26,-16
Brazil,206135893,0.052235561392515256,2020-02-11,0.0,33.0,25,88.0,7,11,1,2020-02-26,-15
Brazil,206135893,0.052235561392515256,2020-02-12,0.0,33.0,25,88.0,7,12,2,2020-02-26,-14
Brazil,206135893,0.052235561392515256,2020-02-13,0.0,33.0,25,88.0,7,13,3,2020-02-26,-13
Brazil,206135893,0.052235561392515256,2020-02-14,0.0,33.0,25,88.0,7,14,4,2020-02-26,-12
Brazil,206135893,0.052235561392515256,2020-02-15,0.0,33.0,25,88.0,7,15,5,2020-02-26,-11
Brazil,206135893,0.052235561392515256,2020-02-16,0.0,33.0,25,88.0,7,16,6,2020-02-26,-10
Brazil,206135893,0.052235561392515256,2020-02-17,0.0,33.0,25,88.0,8,17,0,2020-02-26,-9
Brazil,206135893,0.052235561392515256,2020-02-18,0.0,33.0,25,88.0,8,18,1,2020-02-26,-8
Brazil,206135893,0.052235561392515256,2020-02-19,0.0,33.0,25,88.0,8,19,2,2020-02-26,-7
Brazil,206135893,0.052235561392515256,2020-02-20,0.0,33.0,25,88.0,8,20,3,2020-02-26,-6
Brazil,206135893,0.052235561392515256,2020-02-21,0.0,33.0,25,88.0,8,21,4,2020-02-26,-5
Brazil,206135893,0.052235561392515256,2020-02-22,0.0,33.0,25,88.0,8,22,5,2020-02-26,-4
Brazil,206135893,0.052235561392515256,2020-02-23,0.0,33.0,25,88.0,8,23,6,2020-02-26,-3
Brazil,206135893,0.052235561392515256,2020-02-24,0.0,33.0,25,88.0,9,24,0,2020-02-26,-2
Brazil,206135893,0.052235561392515256,2020-02-25,0.0,33.0,25,88.0,9,25,1,2020-02-26,-1
Brazil,206135893,0.052235561392515256,2020-02-26,1.0,33.0,25,88.0,9,26,2,2020-02-26,0
Brazil,206135893,0.052235561392515256,2020-02-27,0.0,33.0,25,88.0,9,27,3,2020-02-26,1
Brazil,206135893,0.052235561392515256,2020-02-28,0.0,33.0,25,88.0,9,28,4,2020-02-26,2
Brazil,206135893,0.052235561392515256,2020-02-29,1.0,33.0,25,88.0,9,29,5,2020-02-26,3
Brazil,206135893,0.052235561392515256,2020-03-01,0.0,33.0,25,88.0,9,1,6,2020-02-26,4
Brazil,206135893,0.052235561392515256,2020-03-02,0.0,33.0,25,88.0,10,2,0,2020-02-26,5
Brazil,206135893,0.052235561392515256,2020-03-03,0.0,33.0,25,88.0,10,3,1,2020-02-26,6
Brazil,206135893,0.052235561392515256,2020-03-04,2.0,33.0,25,88.0,10,4,2,2020-02-26,7
Brazil,206135893,0.052235561392515256,2020-03-05,0.0,33.0,25,88.0,10,5,3,2020-02-26,8
Brazil,206135893,0.052235561392515256,2020-03-06,9.0,33.0,25,88.0,10,6,4,2020-02-26,9
Brazil,206135893,0.052235561392515256,2020-03-07,0.0,33.0,25,88.0,10,7,5,2020-02-26,10
Brazil,206135893,0.052235561392515256,2020-03-08,7.0,33.0,25,88.0,10,8,6,2020-02-26,11
Brazil,206135893,0.052235561392515256,2020-03-09,5.0,33.0,25,88.0,11,9,0,2020-02-26,12
Brazil,206135893,0.052235561392515256,2020-03-10,6.0,33.0,25,88.0,11,10,1,2020-02-26,13
Brazil,206135893,0.052235561392515256,2020-03-11,7.0,33.0,25,88.0,11,11,2,2020-02-26,14
Brazil,206135893,0.052235561392515256,2020-03-12,14.0,33.0,25,88.0,11,12,3,2020-02-26,15
Brazil,206135893,0.052235561392515256,2020-03-13,99.0,33.0,25,88.0,11,13,4,2020-02-26,16
Brazil,206135893,0.052235561392515256,2020-03-14,0.0,33.0,25,88.0,11,14,5,2020-02-26,17
Brazil,206135893,0.052235561392515256,2020-03-15,11.0,33.0,25,88.0,11,15,6,2020-02-26,18
Brazil,206135893,0.052235561392515256,2020-03-16,38.0,33.0,25,88.0,12,16,0,2020-02-26,19
Brazil,206135893,0.052235561392515256,2020-03-17,121.0,33.0,25,88.0,12,17,1,2020-02-26,20
Brazil,206135893,0.052235561392515256,2020-03-18,51.0,33.0,25,88.0,12,18,2,2020-02-26,21
Brazil,206135893,0.052235561392515256,2020-03-19,249.0,33.0,25,88.0,12,19,3,2020-02-26,22
Brazil,206135893,0.052235561392515256,2020-03-20,172.0,33.0,25,88.0,12,20,4,2020-02-26,23
Brazil,206135893,0.052235561392515256,2020-03-21,228.0,33.0,25,88.0,12,21,5,2020-02-26,24
Brazil,206135893,0.052235561392515256,2020-03-22,525.0,33.0,25,88.0,12,22,6,2020-02-26,25
Brazil,206135893,0.052235561392515256,2020-03-23,378.0,33.0,25,88.0,13,23,0,2020-02-26,26
Brazil,206135893,0.052235561392515256,2020-03-24,323.0,33.0,25,88.0,13,24,1,2020-02-26,27
Brazil,206135893,0.052235561392515256,2020-03-25,307.0,33.0,25,88.0,13,25,2,2020-02-26,28
Brazil,206135893,0.052235561392515256,2020-03-26,431.0,33.0,25,88.0,13,26,3,2020-02-26,29
Brazil,206135893,0.052235561392515256,2020-03-27,432.0,33.0,25,88.0,13,27,4,2020-02-26,30
Brazil,206135893,0.052235561392515256,2020-03-28,487.0,33.0,25,88.0,13,28,5,2020-02-26,31
Brazil,206135893,0.052235561392515256,2020-03-29,352.0,33.0,25,88.0,13,29,6,2020-02-26,32
Brazil,206135893,0.052235561392515256,2020-03-30,323.0,33.0,25,88.0,14,30,0,2020-02-26,33
Brazil,206135893,0.052235561392515256,2020-03-31,1138.0,33.0,25,88.0,14,31,1,2020-02-26,34
Brazil,206135893,0.052235561392515256,2020-04-01,1119.0,33.0,25,88.0,14,1,2,2020-02-26,35
Brazil,206135893,0.052235561392515256,2020-04-02,1208.0,33.0,25,88.0,14,2,3,2020-02-26,36
Brazil,206135893,0.052235561392515256,2020-04-03,1012.0,33.0,25,88.0,14,3,4,2020-02-26,37
Brazil,206135893,0.052235561392515256,2020-04-04,1304.0,33.0,25,88.0,14,4,5,2020-02-26,38
Brazil,206135893,0.052235561392515256,2020-04-05,770.0,33.0,25,88.0,14,5,6,2020-02-26,39
Brazil,206135893,0.052235561392515256,2020-04-06,1031.0,33.0,25,88.0,15,6,0,2020-02-26,40
Brazil,206135893,0.052235561392515256,2020-04-07,1873.0,33.0,25,88.0,15,7,1,2020-02-26,41
Brazil,206135893,0.052235561392515256,2020-04-08,2136.0,33.0,25,88.0,15,8,2,2020-02-26,42
Brazil,206135893,0.052235561392515256,2020-04-09,1922.0,33.0,25,88.0,15,9,3,2020-02-26,43
Brazil,206135893,0.052235561392515256,2020-04-10,1546.0,33.0,25,88.0,15,10,4,2020-02-26,44
Brazil,206135893,0.052235561392515256,2020-04-11,1089.0,33.0,25,88.0,15,11,5,2020-02-26,45
Brazil,206135893,0.052235561392515256,2020-04-12,1465.0,33.0,25,88.0,15,12,6,2020-02-26,46
Brazil,206135893,0.052235561392515256,2020-04-13,1238.0,33.0,25,88.0,16,13,0,2020-02-26,47
Brazil,206135893,0.052235561392515256,2020-04-14,1832.0,33.0,25,88.0,16,14,1,2020-02-26,48
Brazil,206135893,0.052235561392515256,2020-04-15,3058.0,33.0,25,88.0,16,15,2,2020-02-26,49
Brazil,206135893,0.052235561392515256,2020-04-16,2105.0,33.0,25,88.0,16,16,3,2020-02-26,50
Brazil,206135893,0.052235561392515256,2020-04-17,3257.0,33.0,25,88.0,16,17,4,2020-02-26,51
Brazil,206135893,0.052235561392515256,2020-04-18,2976.0,33.0,25,88.0,16,18,5,2020-02-26,52
Brazil,206135893,0.052235561392515256,2020-04-19,1996.0,33.0,25,88.0,16,19,6,2020-02-26,53
Brazil,206135893,0.052235561392515256,2020-04-20,2089.0,33.0,25,88.0,17,20,0,2020-02-26,54
Brazil,206135893,0.052235561392515256,2020-04-21,2336.0,33.0,25,88.0,17,21,1,2020-02-26,55
Brazil,206135893,0.052235561392515256,2020-04-22,2678.0,33.0,25,88.0,17,22,2,2020-02-26,56
Brazil,206135893,0.052235561392515256,2020-04-23,4279.0,33.0,25,88.0,17,23,3,2020-02-26,57
Brazil,206135893,0.052235561392515256,2020-04-24,4007.0,33.0,25,88.0,17,24,4,2020-02-26,58
Brazil,206135893,0.052235561392515256,2020-04-25,5281.0,33.0,25,88.0,17,25,5,2020-02-26,59
Brazil,206135893,0.052235561392515256,2020-04-26,3776.0,33.0,25,88.0,17,26,6,2020-02-26,60
Brazil,206135893,0.052235561392515256,2020-04-27,4346.0,33.0,25,88.0,18,27,0,2020-02-26,61
Brazil,206135893,0.052235561392515256,2020-04-28,5789.0,33.0,25,88.0,18,28,1,2020-02-26,62
Brazil,206135893,0.052235561392515256,2020-04-29,6450.0,33.0,25,88.0,18,29,2,2020-02-26,63
Brazil,206135893,0.052235561392515256,2020-04-30,7502.0,33.0,25,88.0,18,30,3,2020-02-26,64
Brazil,206135893,0.052235561392515256,2020-05-01,5015.0,33.0,25,88.0,18,1,4,2020-02-26,65
Brazil,206135893,0.052235561392515256,2020-05-02,4898.0,33.0,25,88.0,18,2,5,2020-02-26,66
Brazil,206135893,0.052235561392515256,2020-05-03,4726.0,33.0,25,88.0,18,3,6,2020-02-26,67
Brazil,206135893,0.052235561392515256,2020-05-04,6794.0,33.0,25,88.0,19,4,0,2020-02-26,68
Brazil,206135893,0.052235561392515256,2020-05-05,6835.0,33.0,25,88.0,19,5,1,2020-02-26,69
Brazil,206135893,0.052235561392515256,2020-05-06,11156.0,33.0,25,88.0,19,6,2,2020-02-26,70
Brazil,206135893,0.052235561392515256,2020-05-07,9162.0,33.0,25,88.0,19,7,3,2020-02-26,71
Brazil,206135893,0.052235561392515256,2020-05-08,11121.0,33.0,25,88.0,19,8,4,2020-02-26,72
Brazil,206135893,0.052235561392515256,2020-05-09,9167.0,33.0,25,88.0,19,9,5,2020-02-26,73
Brazil,206135893,0.052235561392515256,2020-05-10,6638.0,33.0,25,88.0,19,10,6,2020-02-26,74
Brazil,206135893,0.052235561392515256,2020-05-11,6895.0,33.0,25,88.0,20,11,0,2020-02-26,75
Brazil,206135893,0.052235561392515256,2020-05-12,8620.0,33.0,25,88.0,20,12,1,2020-02-26,76
Brazil,206135893,0.052235561392515256,2020-05-13,11923.0,33.0,25,88.0,20,13,2,2020-02-26,77
Brazil,206135893,0.052235561392515256,2020-05-14,13028.0,33.0,25,88.0,20,14,3,2020-02-26,78
Brazil,206135893,0.052235561392515256,2020-05-15,17126.0,33.0,25,88.0,20,15,4,2020-02-26,79
Brazil,206135893,0.052235561392515256,2020-05-16,13220.0,33.0,25,88.0,20,16,5,2020-02-26,80
Brazil,206135893,0.052235561392515256,2020-05-17,7569.0,33.0,25,88.0,20,17,6,2020-02-26,81
Brazil,206135893,0.052235561392515256,2020-05-18,14288.0,33.0,25,88.0,21,18,0,2020-02-26,82
Brazil,206135893,0.052235561392515256,2020-05-19,16517.0,33.0,25,88.0,21,19,1,2020-02-26,83
Brazil,206135893,0.052235561392515256,2020-05-20,19694.0,33.0,25,88.0,21,20,2,2020-02-26,84
Brazil,206135893,0.052235561392515256,2020-05-21,18508.0,33.0,25,88.0,21,21,3,2020-02-26,85
Brazil,206135893,0.052235561392515256,2020-05-22,20803.0,33.0,25,88.0,21,22,4,2020-02-26,86
Brazil,206135893,0.052235561392515256,2020-05-23,16508.0,33.0,25,88.0,21,23,5,2020-02-26,87
Brazil,206135893,0.052235561392515256,2020-05-24,15813.0,33.0,25,88.0,21,24,6,2020-02-26,88
Brazil,206135893,0.052235561392515256,2020-05-25,11687.0,33.0,25,88.0,22,25,0,2020-02-26,89
Brazil,206135893,0.052235561392515256,2020-05-26,16324.0,33.0,25,88.0,22,26,1,2020-02-26,90
Brazil,206135893,0.052235561392515256,2020-05-27,20599.0,33.0,25,88.0,22,27,2,2020-02-26,91
Brazil,206135893,0.052235561392515256,2020-05-28,26417.0,33.0,25,88.0,22,28,3,2020-02-26,92
Brazil,206135893,0.052235561392515256,2020-05-29,26928.0,33.0,25,88.0,22,29,4,2020-02-26,93
Brazil,206135893,0.052235561392515256,2020-05-30,33274.0,33.0,25,88.0,22,30,5,2020-02-26,94
Brazil,206135893,0.052235561392515256,2020-05-31,16409.0,33.0,25,88.0,22,31,6,2020-02-26,95
Brazil,206135893,0.052235561392515256,2020-06-01,11598.0,33.0,25,88.0,23,1,0,2020-02-26,96
Brazil,206135893,0.052235561392515256,2020-06-02,28936.0,33.0,25,88.0,23,2,1,2020-02-26,97
Brunei,411900,0.07734826444890018,2020-01-23,0.0,32.0,83,80.0,4,23,3,2020-03-09,-46
Brunei,411900,0.07734826444890018,2020-01-24,0.0,32.0,83,80.0,4,24,4,2020-03-09,-45
Brunei,411900,0.07734826444890018,2020-01-25,0.0,32.0,83,80.0,4,25,5,2020-03-09,-44
Brunei,411900,0.07734826444890018,2020-01-26,0.0,32.0,83,80.0,4,26,6,2020-03-09,-43
Brunei,411900,0.07734826444890018,2020-01-27,0.0,32.0,83,80.0,5,27,0,2020-03-09,-42
Brunei,411900,0.07734826444890018,2020-01-28,0.0,32.0,83,80.0,5,28,1,2020-03-09,-41
Brunei,411900,0.07734826444890018,2020-01-29,0.0,32.0,83,80.0,5,29,2,2020-03-09,-40
Brunei,411900,0.07734826444890018,2020-01-30,0.0,32.0,83,80.0,5,30,3,2020-03-09,-39
Brunei,411900,0.07734826444890018,2020-01-31,0.0,32.0,83,80.0,5,31,4,2020-03-09,-38
Brunei,411900,0.07734826444890018,2020-02-01,0.0,32.0,83,80.0,5,1,5,2020-03-09,-37
Brunei,411900,0.07734826444890018,2020-02-02,0.0,32.0,83,80.0,5,2,6,2020-03-09,-36
Brunei,411900,0.07734826444890018,2020-02-03,0.0,32.0,83,80.0,6,3,0,2020-03-09,-35
Brunei,411900,0.07734826444890018,2020-02-04,0.0,32.0,83,80.0,6,4,1,2020-03-09,-34
Brunei,411900,0.07734826444890018,2020-02-05,0.0,32.0,83,80.0,6,5,2,2020-03-09,-33
Brunei,411900,0.07734826444890018,2020-02-06,0.0,32.0,83,80.0,6,6,3,2020-03-09,-32
Brunei,411900,0.07734826444890018,2020-02-07,0.0,32.0,83,80.0,6,7,4,2020-03-09,-31
Brunei,411900,0.07734826444890018,2020-02-08,0.0,32.0,83,80.0,6,8,5,2020-03-09,-30
Brunei,411900,0.07734826444890018,2020-02-09,0.0,32.0,83,80.0,6,9,6,2020-03-09,-29
Brunei,411900,0.07734826444890018,2020-02-10,0.0,32.0,83,80.0,7,10,0,2020-03-09,-28
Brunei,411900,0.07734826444890018,2020-02-11,0.0,32.0,83,80.0,7,11,1,2020-03-09,-27
Brunei,411900,0.07734826444890018,2020-02-12,0.0,32.0,83,80.0,7,12,2,2020-03-09,-26
Brunei,411900,0.07734826444890018,2020-02-13,0.0,32.0,83,80.0,7,13,3,2020-03-09,-25
Brunei,411900,0.07734826444890018,2020-02-14,0.0,32.0,83,80.0,7,14,4,2020-03-09,-24
Brunei,411900,0.07734826444890018,2020-02-15,0.0,32.0,83,80.0,7,15,5,2020-03-09,-23
Brunei,411900,0.07734826444890018,2020-02-16,0.0,32.0,83,80.0,7,16,6,2020-03-09,-22
Brunei,411900,0.07734826444890018,2020-02-17,0.0,32.0,83,80.0,8,17,0,2020-03-09,-21
Brunei,411900,0.07734826444890018,2020-02-18,0.0,32.0,83,80.0,8,18,1,2020-03-09,-20
Brunei,411900,0.07734826444890018,2020-02-19,0.0,32.0,83,80.0,8,19,2,2020-03-09,-19
Brunei,411900,0.07734826444890018,2020-02-20,0.0,32.0,83,80.0,8,20,3,2020-03-09,-18
Brunei,411900,0.07734826444890018,2020-02-21,0.0,32.0,83,80.0,8,21,4,2020-03-09,-17
Brunei,411900,0.07734826444890018,2020-02-22,0.0,32.0,83,80.0,8,22,5,2020-03-09,-16
Brunei,411900,0.07734826444890018,2020-02-23,0.0,32.0,83,80.0,8,23,6,2020-03-09,-15
Brunei,411900,0.07734826444890018,2020-02-24,0.0,32.0,83,80.0,9,24,0,2020-03-09,-14
Brunei,411900,0.07734826444890018,2020-02-25,0.0,32.0,83,80.0,9,25,1,2020-03-09,-13
Brunei,411900,0.07734826444890018,2020-02-26,0.0,32.0,83,80.0,9,26,2,2020-03-09,-12
Brunei,411900,0.07734826444890018,2020-02-27,0.0,32.0,83,80.0,9,27,3,2020-03-09,-11
Brunei,411900,0.07734826444890018,2020-02-28,0.0,32.0,83,80.0,9,28,4,2020-03-09,-10
Brunei,411900,0.07734826444890018,2020-02-29,0.0,32.0,83,80.0,9,29,5,2020-03-09,-9
Brunei,411900,0.07734826444890018,2020-03-01,0.0,32.0,83,80.0,9,1,6,2020-03-09,-8
Brunei,411900,0.07734826444890018,2020-03-02,0.0,32.0,83,80.0,10,2,0,2020-03-09,-7
Brunei,411900,0.07734826444890018,2020-03-03,0.0,32.0,83,80.0,10,3,1,2020-03-09,-6
Brunei,411900,0.07734826444890018,2020-03-04,0.0,32.0,83,80.0,10,4,2,2020-03-09,-5
Brunei,411900,0.07734826444890018,2020-03-05,0.0,32.0,83,80.0,10,5,3,2020-03-09,-4
Brunei,411900,0.07734826444890018,2020-03-06,0.0,32.0,83,80.0,10,6,4,2020-03-09,-3
Brunei,411900,0.07734826444890018,2020-03-07,0.0,32.0,83,80.0,10,7,5,2020-03-09,-2
Brunei,411900,0.07734826444890018,2020-03-08,0.0,32.0,83,80.0,10,8,6,2020-03-09,-1
Brunei,411900,0.07734826444890018,2020-03-09,1.0,32.0,83,80.0,11,9,0,2020-03-09,0
Brunei,411900,0.07734826444890018,2020-03-10,0.0,32.0,83,80.0,11,10,1,2020-03-09,1
Brunei,411900,0.07734826444890018,2020-03-11,10.0,32.0,83,80.0,11,11,2,2020-03-09,2
Brunei,411900,0.07734826444890018,2020-03-12,0.0,32.0,83,80.0,11,12,3,2020-03-09,3
Brunei,411900,0.07734826444890018,2020-03-13,26.0,32.0,83,80.0,11,13,4,2020-03-09,4
Brunei,411900,0.07734826444890018,2020-03-14,3.0,32.0,83,80.0,11,14,5,2020-03-09,5
Brunei,411900,0.07734826444890018,2020-03-15,10.0,32.0,83,80.0,11,15,6,2020-03-09,6
Brunei,411900,0.07734826444890018,2020-03-16,4.0,32.0,83,80.0,12,16,0,2020-03-09,7
Brunei,411900,0.07734826444890018,2020-03-17,2.0,32.0,83,80.0,12,17,1,2020-03-09,8
Brunei,411900,0.07734826444890018,2020-03-18,12.0,32.0,83,80.0,12,18,2,2020-03-09,9
Brunei,411900,0.07734826444890018,2020-03-19,7.0,32.0,83,80.0,12,19,3,2020-03-09,10
